Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected_Joining_Score
Chennai,48,High,Software Engineer,Entry-Level,1,1505773,1279824,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,1,9,Day,No,Remote,Infosys,IT Services,Positive,2,High,2106753,334239,Below Average,Entry-Level,Data Analyst,Pune,No,Flexible Hours,Limited,Strong,Moderate,2025-01-20 17:53:29.688940,Ambiguous,457.2251
Delhi,43,High,Project Manager,Senior-Level,14,1031825,2018506,Diploma,"Python, SQL, ML",Google Cloud Certified,66,12,Day,No,Remote,Infosys,Healthcare,Negative,3,High,2665830,143720,Average,Mid-Level,Team Lead,Pune,No,Stock Options,Excellent,Weak,High,2024-12-13 17:53:29.688940,Clear,528.861
Kolkata,20,Medium,Analyst,Entry-Level,4,603204,2244494,Bachelor's Degree,"AWS, Docker, Kubernetes",Scrum Master,83,13,Day,No,Hybrid,Accenture,Healthcare,Positive,8,Low,2388518,293607,Above Average,Mid-Level,Manager,Madanapalle,No,Flexible Hours,Limited,Strong,High,2025-01-10 17:53:29.688940,Clear,429.61726666666664
Chennai,15,High,Data Scientist,Entry-Level,12,855699,1640243,Diploma,"JavaScript, React",Scrum Master,73,11,Flexible,Yes,Hybrid,Infosys,Retail,Negative,7,High,1895539,403896,Average,Lead,Team Lead,Mumbai,No,Flexible Hours,Moderate,Strong,Low,2024-12-10 17:53:29.688940,Ambiguous,561.1846333333333
Bangalore,18,High,Project Manager,Lead,2,1298359,979078,Bachelor's Degree,"JavaScript, React",PMP,41,2,Day,Yes,Offline,Cognizant,Banking,Negative,1,Low,1768371,165580,Below Average,Mid-Level,Team Lead,Madanapalle,Yes,Health Insurance,Limited,Stable,High,2024-12-25 17:53:29.688940,Ambiguous,843.9457
Delhi,7,Medium,Data Scientist,Mid-Level,3,1401260,1787957,Bachelor's Degree,"Python, SQL, ML",AWS Certified,84,0,Flexible,Yes,Offline,TCS,Retail,Neutral,4,Moderate,1460695,124354,Average,Lead,Developer,Bangalore,No,Health Insurance,Moderate,Stable,Moderate,2024-12-26 17:53:29.688940,Clear,1000.0
Pune,46,Medium,Consultant,Entry-Level,12,1158379,2250380,PhD,"AWS, Docker, Kubernetes",None,39,2,Day,Yes,Hybrid,TCS,IT Services,Negative,9,High,2609477,320326,Above Average,Entry-Level,Developer,Chennai,Yes,Health Insurance,Limited,Weak,High,2024-12-16 17:53:29.688940,Ambiguous,642.9825666666667
Hyderabad,42,Low,Project Manager,Entry-Level,7,1856887,426611,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,8,7,Flexible,No,Hybrid,Accenture,Healthcare,Positive,5,Moderate,917295,216015,Average,Lead,Developer,Darbhanga,No,Health Insurance,Moderate,Weak,Low,2024-12-20 17:53:29.688940,Clear,413.5765
Mumbai,49,Medium,Analyst,Entry-Level,14,1421316,1191955,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,1,13,Night,No,Remote,TCS,Retail,Positive,4,Moderate,1032932,356802,Below Average,Lead,Developer,Madanapalle,Yes,Stock Options,Limited,Strong,Moderate,2025-01-16 17:53:29.688940,Ambiguous,1000.0
Darbhanga,46,Medium,Consultant,Lead,7,1891763,1075593,PhD,"AWS, Docker, Kubernetes",None,27,7,Flexible,No,Remote,TCS,Healthcare,Negative,0,Moderate,2701145,391460,Average,Mid-Level,Developer,Delhi,No,Health Insurance,Moderate,Strong,High,2024-12-12 17:53:29.688940,Ambiguous,585.0381666666667
Mumbai,22,High,Project Manager,Lead,14,1045413,2089329,PhD,"Java, Spring Boot",AWS Certified,2,11,Night,Yes,Remote,HCL,Retail,Neutral,8,High,861151,113530,Below Average,Lead,Team Lead,Darbhanga,No,Health Insurance,Limited,Weak,Low,2025-01-23 17:53:29.688940,Clear,885.7050333333333
Delhi,24,Low,Software Engineer,Mid-Level,12,1841835,2282532,Master's Degree,"Python, SQL, ML",Scrum Master,15,14,Day,Yes,Hybrid,Infosys,Consulting,Positive,9,Low,2183981,98505,Average,Senior-Level,Data Analyst,Pune,Yes,Stock Options,Excellent,Weak,High,2025-01-15 17:53:29.688940,Clear,222.79936666666669
Pune,29,Low,Project Manager,Entry-Level,3,500660,1167155,PhD,"Python, SQL, ML",Google Cloud Certified,3,6,Night,Yes,Offline,Infosys,Banking,Neutral,5,Low,2777873,48991,Average,Entry-Level,Manager,Chennai,Yes,Health Insurance,Moderate,Stable,Moderate,2025-01-12 17:53:29.688940,Ambiguous,731.5957666666667
Hyderabad,42,Medium,Software Engineer,Entry-Level,13,1930716,1268029,PhD,"Python, SQL, ML",None,22,1,Night,Yes,Remote,HCL,Retail,Neutral,4,Moderate,860635,166392,Average,Senior-Level,Team Lead,Chennai,No,Health Insurance,Excellent,Stable,Low,2024-12-31 17:53:29.688940,Clear,447.68783333333334
Pune,17,High,Software Engineer,Mid-Level,2,1713744,2239418,Master's Degree,"JavaScript, React",Scrum Master,76,12,Day,No,Hybrid,Accenture,IT Services,Neutral,5,Moderate,1804703,330430,Below Average,Mid-Level,Manager,Madanapalle,No,Stock Options,Moderate,Strong,High,2025-01-13 17:53:29.688940,Clear,1000.0
Kolkata,8,High,Project Manager,Mid-Level,13,824966,1991828,Diploma,"JavaScript, React",PMP,5,4,Flexible,No,Hybrid,Cognizant,Healthcare,Neutral,2,Moderate,1953252,122266,Above Average,Entry-Level,Manager,Madanapalle,No,Flexible Hours,Moderate,Weak,Moderate,2025-01-20 17:53:29.688940,Ambiguous,902.1084
Hyderabad,18,High,Project Manager,Mid-Level,13,1865955,1519247,Master's Degree,"AWS, Docker, Kubernetes",PMP,73,9,Flexible,Yes,Offline,Accenture,Healthcare,Negative,8,Moderate,474113,352972,Average,Entry-Level,Data Analyst,Chennai,No,Stock Options,Excellent,Stable,Low,2025-01-22 17:53:29.688940,Clear,1000.0
Kolkata,37,High,Software Engineer,Senior-Level,1,985712,1562704,Master's Degree,"JavaScript, React",Scrum Master,54,7,Flexible,Yes,Remote,Cognizant,Banking,Negative,3,High,1904409,213362,Below Average,Lead,Manager,Hyderabad,No,Flexible Hours,Limited,Weak,Moderate,2025-01-20 17:53:29.688940,Clear,397.4803
Chennai,32,Medium,Data Scientist,Mid-Level,9,1132229,539674,Bachelor's Degree,"C++, Algorithms",None,80,12,Day,Yes,Remote,Cognizant,Banking,Negative,5,High,2826913,258685,Average,Entry-Level,Data Analyst,Hyderabad,No,Flexible Hours,Limited,Strong,Moderate,2024-12-18 17:53:29.688940,Clear,864.2304333333334
Delhi,41,High,Consultant,Lead,10,963819,902571,Bachelor's Degree,"Python, SQL, ML",None,7,2,Flexible,No,Hybrid,HCL,Consulting,Neutral,5,Moderate,494013,150933,Average,Mid-Level,Team Lead,Chennai,Yes,Stock Options,Limited,Strong,Moderate,2025-01-18 17:53:29.688940,Ambiguous,370.4671
Chennai,12,Low,Analyst,Senior-Level,3,1649614,588317,Diploma,"Python, SQL, ML",Google Cloud Certified,72,5,Night,Yes,Remote,Accenture,Retail,Positive,1,High,500767,429044,Below Average,Entry-Level,Data Analyst,Hyderabad,No,Stock Options,Limited,Stable,Moderate,2025-01-22 17:53:29.688940,Ambiguous,483.6922333333333
Munger,48,Low,Project Manager,Mid-Level,9,786431,1365454,Master's Degree,"Java, Spring Boot",Scrum Master,80,1,Day,Yes,Offline,Infosys,Consulting,Positive,8,Moderate,1979825,121818,Average,Entry-Level,Data Analyst,Munger,Yes,Health Insurance,Limited,Weak,Low,2024-12-17 17:53:29.688940,Ambiguous,723.9941666666666
Pune,38,Medium,Consultant,Lead,4,1708922,2174307,Master's Degree,"Java, Spring Boot",PMP,85,7,Flexible,Yes,Remote,Accenture,Retail,Negative,1,Low,1088725,99755,Below Average,Lead,Developer,Chennai,No,Health Insurance,Limited,Weak,Moderate,2024-12-10 17:53:29.688940,Clear,472.29083333333335
Kolkata,48,High,Consultant,Mid-Level,10,1689483,2336655,Diploma,"C++, Algorithms",Scrum Master,63,8,Night,Yes,Offline,Accenture,Retail,Positive,9,Moderate,1281452,32185,Below Average,Mid-Level,Developer,Chennai,Yes,Stock Options,Excellent,Stable,High,2024-12-24 17:53:29.688940,Clear,912.7150666666666
Bangalore,9,High,Data Scientist,Mid-Level,6,370442,2311313,Bachelor's Degree,"Java, Spring Boot",AWS Certified,66,0,Night,No,Hybrid,Cognizant,Banking,Negative,4,High,2291046,33987,Average,Mid-Level,Data Analyst,Pune,No,Health Insurance,Moderate,Stable,Moderate,2024-12-12 17:53:29.688940,Clear,1000.0
Chennai,9,High,Consultant,Senior-Level,13,307898,718169,Master's Degree,"AWS, Docker, Kubernetes",None,40,3,Flexible,No,Offline,Cognizant,Banking,Neutral,1,Low,2495029,122394,Average,Lead,Data Analyst,Bangalore,Yes,Health Insurance,Moderate,Strong,High,2025-01-13 17:53:29.688940,Ambiguous,632.1676333333334
Munger,35,High,Project Manager,Lead,7,612496,2157642,Diploma,"AWS, Docker, Kubernetes",AWS Certified,39,5,Day,No,Offline,Infosys,Retail,Negative,8,High,1883129,147925,Below Average,Lead,Manager,Madanapalle,No,Stock Options,Excellent,Strong,High,2025-01-11 17:53:29.688940,Clear,836.7709666666667
Madanapalle,49,Medium,Consultant,Entry-Level,10,1657927,400819,Bachelor's Degree,"Python, SQL, ML",PMP,26,13,Night,No,Offline,Infosys,Banking,Positive,1,High,2708177,378551,Below Average,Senior-Level,Manager,Darbhanga,Yes,Flexible Hours,Limited,Weak,High,2025-01-16 17:53:29.688940,Clear,385.27256666666665
Mumbai,13,High,Project Manager,Mid-Level,14,813259,1615031,PhD,"AWS, Docker, Kubernetes",None,38,1,Night,No,Offline,Cognizant,Retail,Negative,7,High,1875442,477639,Above Average,Senior-Level,Data Analyst,Darbhanga,Yes,Flexible Hours,Limited,Weak,Moderate,2024-12-25 17:53:29.688940,Clear,493.5147333333333
Hyderabad,46,Medium,Project Manager,Senior-Level,6,634024,1920476,Diploma,"Java, Spring Boot",PMP,52,5,Night,Yes,Hybrid,Accenture,Banking,Negative,0,Low,1360343,460765,Below Average,Lead,Manager,Chennai,Yes,Flexible Hours,Excellent,Stable,Moderate,2025-01-03 17:53:29.688940,Clear,772.3447666666667
Munger,36,High,Software Engineer,Lead,1,682762,1520181,Diploma,"C++, Algorithms",PMP,39,10,Night,Yes,Offline,Cognizant,IT Services,Positive,2,Moderate,2783015,370268,Average,Senior-Level,Team Lead,Darbhanga,Yes,Stock Options,Moderate,Strong,High,2025-01-02 17:53:29.688940,Clear,1000.0
Delhi,37,High,Data Scientist,Mid-Level,6,1718114,667784,Master's Degree,"AWS, Docker, Kubernetes",PMP,51,6,Flexible,Yes,Hybrid,TCS,Retail,Negative,6,Low,1312103,445810,Below Average,Entry-Level,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Strong,Moderate,2025-01-07 17:53:29.688940,Clear,677.7367666666667
Chennai,7,Low,Analyst,Entry-Level,11,1507014,2032752,PhD,"Python, SQL, ML",Google Cloud Certified,36,5,Day,Yes,Remote,TCS,Healthcare,Negative,5,Low,2898561,450828,Average,Mid-Level,Manager,Munger,Yes,Flexible Hours,Limited,Stable,High,2024-12-20 17:53:29.688940,Clear,610.6187
Delhi,34,Medium,Software Engineer,Lead,14,1066876,1813008,Bachelor's Degree,"Python, SQL, ML",PMP,66,9,Night,Yes,Remote,Cognizant,IT Services,Positive,1,High,1352218,31247,Above Average,Senior-Level,Data Analyst,Bangalore,No,Stock Options,Moderate,Strong,Moderate,2024-12-23 17:53:29.688940,Clear,430.07393333333334
Mumbai,16,Low,Analyst,Lead,6,1723102,1928602,PhD,"Java, Spring Boot",PMP,18,9,Night,Yes,Remote,Infosys,Consulting,Negative,8,Low,1208641,86848,Below Average,Senior-Level,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Weak,Moderate,2025-01-26 17:53:29.688940,Ambiguous,692.2880333333334
Bangalore,33,Medium,Project Manager,Senior-Level,5,966196,986532,Master's Degree,"AWS, Docker, Kubernetes",AWS Certified,33,10,Night,No,Remote,Cognizant,Banking,Neutral,1,Low,567254,64410,Average,Mid-Level,Data Analyst,Kolkata,Yes,Flexible Hours,Limited,Strong,Low,2024-12-29 17:53:29.688940,Clear,804.9084666666666
Pune,7,High,Software Engineer,Mid-Level,3,1890306,1448514,Master's Degree,"Java, Spring Boot",AWS Certified,77,7,Day,Yes,Hybrid,Accenture,Consulting,Negative,5,High,2480672,140368,Average,Entry-Level,Developer,Pune,No,Health Insurance,Excellent,Weak,High,2024-12-23 17:53:29.688940,Ambiguous,1000.0
Pune,30,High,Consultant,Mid-Level,10,618580,2158023,Bachelor's Degree,"Python, SQL, ML",AWS Certified,84,4,Night,Yes,Hybrid,TCS,Healthcare,Positive,0,Moderate,1056317,469677,Average,Mid-Level,Manager,Madanapalle,Yes,Flexible Hours,Excellent,Weak,Low,2024-12-15 17:53:29.688940,Clear,535.2105666666666
Delhi,34,Medium,Consultant,Lead,3,546447,967930,Bachelor's Degree,"C++, Algorithms",None,65,2,Day,No,Remote,HCL,Banking,Neutral,2,Low,1382815,416008,Average,Mid-Level,Data Analyst,Darbhanga,Yes,Health Insurance,Excellent,Strong,Moderate,2025-01-08 17:53:29.688940,Clear,1000.0
Kolkata,13,Low,Analyst,Mid-Level,11,1862057,1168735,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,9,1,Day,No,Offline,Infosys,Consulting,Neutral,4,High,2380162,387517,Above Average,Lead,Data Analyst,Mumbai,No,Flexible Hours,Excellent,Stable,Low,2024-12-25 17:53:29.688940,Clear,1000.0
Bangalore,30,Medium,Project Manager,Lead,10,1862070,1821153,Master's Degree,"C++, Algorithms",None,51,1,Day,No,Remote,HCL,IT Services,Positive,6,Moderate,1068442,250921,Average,Mid-Level,Manager,Delhi,Yes,Flexible Hours,Excellent,Weak,Low,2025-01-09 17:53:29.688940,Clear,682.6147333333333
Pune,6,Medium,Analyst,Entry-Level,13,428934,917528,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,41,1,Day,Yes,Remote,Infosys,Consulting,Positive,2,Moderate,1476231,92587,Below Average,Entry-Level,Developer,Bangalore,No,Health Insurance,Moderate,Weak,Moderate,2025-01-21 17:53:29.688940,Clear,894.2077
Bangalore,7,High,Data Scientist,Senior-Level,7,1782712,1364393,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,59,9,Flexible,Yes,Remote,HCL,Banking,Negative,8,Moderate,2113424,258168,Above Average,Lead,Data Analyst,Kolkata,Yes,Flexible Hours,Moderate,Weak,Low,2025-01-22 17:53:29.688940,Ambiguous,460.4474666666667
Munger,8,Low,Consultant,Mid-Level,8,1470327,642030,Bachelor's Degree,"AWS, Docker, Kubernetes",Scrum Master,80,11,Flexible,No,Hybrid,HCL,IT Services,Neutral,3,Moderate,650166,108975,Average,Senior-Level,Data Analyst,Pune,No,Health Insurance,Excellent,Weak,High,2025-01-21 17:53:29.688940,Clear,648.6722
Bangalore,29,Medium,Software Engineer,Mid-Level,14,800499,499662,Diploma,"Python, SQL, ML",Scrum Master,1,14,Flexible,No,Remote,Cognizant,Healthcare,Neutral,8,Low,705480,496601,Above Average,Lead,Manager,Delhi,No,Health Insurance,Moderate,Stable,High,2025-01-14 17:53:29.688940,Ambiguous,887.516
Darbhanga,17,Low,Software Engineer,Senior-Level,3,1885550,754738,Bachelor's Degree,"JavaScript, React",Scrum Master,0,4,Night,No,Remote,Infosys,Consulting,Neutral,2,Low,1235947,469787,Below Average,Senior-Level,Team Lead,Madanapalle,No,Stock Options,Limited,Stable,Moderate,2025-01-06 17:53:29.688940,Ambiguous,802.1982333333333
Mumbai,43,Low,Software Engineer,Entry-Level,3,867892,1563953,Master's Degree,"Python, SQL, ML",Google Cloud Certified,49,9,Day,No,Remote,TCS,Retail,Positive,2,High,1389176,49156,Above Average,Entry-Level,Data Analyst,Madanapalle,Yes,Flexible Hours,Excellent,Strong,Moderate,2025-01-18 17:53:29.688940,Ambiguous,671.3058666666667
Pune,48,Medium,Consultant,Entry-Level,7,1389739,624716,Diploma,"Python, SQL, ML",Google Cloud Certified,35,3,Day,Yes,Hybrid,HCL,Banking,Negative,3,Low,2580586,362507,Above Average,Mid-Level,Manager,Delhi,Yes,Stock Options,Moderate,Weak,Moderate,2024-12-20 17:53:29.688940,Ambiguous,579.0195333333334
Bangalore,39,Low,Project Manager,Entry-Level,10,1875355,605107,Master's Degree,"AWS, Docker, Kubernetes",None,21,13,Flexible,No,Remote,Cognizant,Retail,Positive,1,Low,2126298,43142,Average,Mid-Level,Manager,Kolkata,No,Health Insurance,Excellent,Weak,Low,2024-12-20 17:53:29.688940,Ambiguous,829.8766
Delhi,27,High,Consultant,Entry-Level,12,1173174,1247727,PhD,"C++, Algorithms",Google Cloud Certified,81,1,Flexible,No,Remote,Accenture,Retail,Neutral,4,Low,2014143,172275,Average,Senior-Level,Developer,Kolkata,Yes,Flexible Hours,Excellent,Weak,High,2024-12-11 17:53:29.688940,Ambiguous,188.1381
Madanapalle,13,High,Consultant,Entry-Level,7,1407958,532263,Diploma,"Python, SQL, ML",PMP,35,4,Day,Yes,Offline,Infosys,Consulting,Negative,8,Moderate,1260754,104193,Average,Senior-Level,Data Analyst,Hyderabad,No,Flexible Hours,Limited,Weak,Low,2025-01-16 17:53:29.688940,Ambiguous,1000.0
Darbhanga,6,High,Software Engineer,Lead,11,377096,2409174,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,2,6,Flexible,Yes,Remote,Infosys,Retail,Negative,7,Low,2891380,52069,Average,Mid-Level,Data Analyst,Mumbai,No,Health Insurance,Moderate,Stable,Moderate,2025-01-18 17:53:29.688940,Clear,544.3793333333333
Darbhanga,45,High,Consultant,Mid-Level,9,1355587,1841701,Diploma,"Python, SQL, ML",Google Cloud Certified,43,4,Night,No,Hybrid,TCS,IT Services,Positive,7,High,2421726,322975,Below Average,Entry-Level,Data Analyst,Bangalore,Yes,Health Insurance,Moderate,Weak,High,2024-12-13 17:53:29.688940,Clear,1000.0
Kolkata,48,Low,Software Engineer,Mid-Level,14,780836,1643138,Master's Degree,"Java, Spring Boot",PMP,15,10,Night,Yes,Offline,HCL,Healthcare,Neutral,7,Low,2111212,323086,Below Average,Senior-Level,Manager,Pune,Yes,Flexible Hours,Excellent,Weak,Moderate,2025-01-22 17:53:29.688940,Ambiguous,273.37373333333335
Bangalore,35,High,Project Manager,Mid-Level,6,1770425,873459,Diploma,"Java, Spring Boot",Google Cloud Certified,10,7,Night,Yes,Remote,Cognizant,Healthcare,Neutral,7,Moderate,2850234,485718,Above Average,Entry-Level,Data Analyst,Chennai,No,Flexible Hours,Limited,Strong,Low,2025-01-13 17:53:29.688940,Clear,620.0078
Kolkata,48,Medium,Data Scientist,Lead,13,555178,2420879,PhD,"Java, Spring Boot",Scrum Master,9,11,Day,No,Hybrid,HCL,Retail,Neutral,5,High,1648625,293315,Below Average,Lead,Developer,Delhi,No,Stock Options,Limited,Stable,Moderate,2024-12-22 17:53:29.688940,Ambiguous,307.95416666666665
Kolkata,6,High,Software Engineer,Senior-Level,7,1150281,756449,Bachelor's Degree,"Java, Spring Boot",Google Cloud Certified,50,5,Flexible,No,Offline,Cognizant,Banking,Negative,6,Moderate,1633007,112499,Average,Entry-Level,Developer,Darbhanga,No,Flexible Hours,Limited,Strong,Low,2025-01-03 17:53:29.688940,Ambiguous,504.43356666666665
Madanapalle,36,Medium,Analyst,Entry-Level,11,1295722,950638,Bachelor's Degree,"C++, Algorithms",Scrum Master,41,12,Night,Yes,Hybrid,TCS,Retail,Neutral,9,Low,1098653,256657,Below Average,Lead,Data Analyst,Mumbai,Yes,Health Insurance,Excellent,Stable,High,2025-01-08 17:53:29.688940,Clear,440.62176666666664
Munger,22,Medium,Data Scientist,Senior-Level,10,476375,2395072,PhD,"Python, SQL, ML",AWS Certified,84,8,Night,No,Offline,HCL,Banking,Positive,4,High,2086267,83416,Above Average,Mid-Level,Data Analyst,Hyderabad,Yes,Stock Options,Limited,Strong,Low,2024-12-14 17:53:29.688940,Clear,386.54223333333334
Bangalore,17,High,Project Manager,Entry-Level,1,1753495,613525,Master's Degree,"Java, Spring Boot",PMP,24,9,Night,No,Hybrid,Accenture,Healthcare,Negative,5,Moderate,2258060,52219,Below Average,Entry-Level,Manager,Pune,No,Stock Options,Moderate,Weak,High,2025-01-07 17:53:29.688940,Clear,1000.0
Chennai,9,High,Data Scientist,Entry-Level,7,423793,1866784,Diploma,"AWS, Docker, Kubernetes",AWS Certified,5,4,Night,Yes,Offline,TCS,IT Services,Positive,2,Moderate,469798,340589,Above Average,Mid-Level,Developer,Delhi,No,Health Insurance,Limited,Stable,High,2024-12-31 17:53:29.688940,Ambiguous,1000.0
Pune,46,Low,Software Engineer,Senior-Level,2,1718635,574808,Master's Degree,"Java, Spring Boot",PMP,43,7,Night,Yes,Remote,TCS,Banking,Negative,4,Moderate,2216140,445355,Above Average,Entry-Level,Team Lead,Hyderabad,No,Flexible Hours,Limited,Stable,High,2024-12-09 17:53:29.688940,Clear,1000.0
Kolkata,48,Medium,Project Manager,Mid-Level,7,315096,532309,Master's Degree,"JavaScript, React",AWS Certified,7,13,Flexible,Yes,Remote,Infosys,Healthcare,Positive,9,Low,966552,94157,Average,Senior-Level,Data Analyst,Munger,Yes,Flexible Hours,Moderate,Stable,Low,2024-12-15 17:53:29.688940,Ambiguous,1000.0
Mumbai,14,High,Analyst,Lead,3,1146479,1633565,Master's Degree,"JavaScript, React",Google Cloud Certified,33,5,Night,Yes,Remote,Cognizant,Consulting,Neutral,2,Low,652072,19884,Above Average,Mid-Level,Data Analyst,Bangalore,Yes,Stock Options,Moderate,Stable,Low,2024-12-14 17:53:29.688940,Clear,1000.0
Hyderabad,47,Low,Software Engineer,Senior-Level,9,1035002,1578833,Bachelor's Degree,"C++, Algorithms",AWS Certified,40,6,Night,Yes,Remote,HCL,Retail,Negative,4,High,2433575,393742,Above Average,Mid-Level,Manager,Chennai,Yes,Health Insurance,Moderate,Weak,Low,2025-01-25 17:53:29.688940,Clear,948.1191666666666
Mumbai,29,High,Software Engineer,Mid-Level,13,628035,1540631,Diploma,"JavaScript, React",PMP,0,11,Night,No,Offline,Cognizant,Banking,Positive,9,Moderate,1660861,140258,Average,Mid-Level,Developer,Darbhanga,Yes,Stock Options,Moderate,Weak,High,2024-12-08 17:53:29.688940,Clear,746.3620333333333
Madanapalle,38,High,Project Manager,Entry-Level,5,1466736,814436,Bachelor's Degree,"AWS, Docker, Kubernetes",None,2,7,Day,Yes,Offline,TCS,IT Services,Negative,0,Moderate,1522791,86277,Above Average,Lead,Data Analyst,Hyderabad,No,Stock Options,Limited,Weak,Low,2025-01-14 17:53:29.688940,Ambiguous,1000.0
Madanapalle,41,High,Project Manager,Mid-Level,7,832720,841014,Bachelor's Degree,"Java, Spring Boot",PMP,51,3,Flexible,No,Offline,HCL,Retail,Negative,0,High,1757217,10377,Below Average,Mid-Level,Manager,Bangalore,Yes,Flexible Hours,Limited,Strong,Moderate,2024-12-15 17:53:29.688940,Ambiguous,779.5739
Delhi,34,Medium,Data Scientist,Entry-Level,8,1757492,2479849,Bachelor's Degree,"JavaScript, React",None,76,3,Night,No,Offline,Accenture,Healthcare,Neutral,9,Moderate,1268787,53995,Below Average,Senior-Level,Data Analyst,Darbhanga,No,Flexible Hours,Moderate,Weak,High,2024-12-11 17:53:29.688940,Clear,999.2929
